paperId,year,fieldsOfStudy
ac6bfed80dfd9922eeb3124fe302d0a7b29997d2,2017.0,"['Chemistry', 'Medicine']"
82e600f01e9caa5ae2c03497d8454e5d10e87369,2017.0,"['Medicine', 'Biology']"
e33495040bf8950cd13d754656a31f9b9bdad01d,2017.0,['Medicine']
1a52cac849bdb5840d115cf513ec8cc63dc2d56c,2017.0,['Medicine']
c9b803fa015db54e7e0159a95716ec13aca726fc,2017.0,"['Medicine', 'Psychology']"
43c75c8c6a1fcb74ac151516e0cdd2a3a953d690,2017.0,"['Biology', 'Medicine']"
031fd47b33af0e00eeb5e76c0d010df92df6bef6,2017.0,['Medicine']
e408e143da8a102c318c2d30be909628b96e1175,2017.0,"['Chemistry', 'Medicine']"
a0fb59155b2afd7a18697b0444cdc0ec87b107a5,2017.0,"['Medicine', 'Chemistry']"
2d1ab2b1e35365c6ceff55a60a3d32fd80d8b341,2017.0,"['Medicine', 'Biology']"
07ca288609eac312987db5e4e69de3c5a8b21e2a,2017.0,['Medicine']
6aa27afc427161cdd39fe7f702b00f85bf04c5b0,2017.0,"['Biology', 'Medicine']"
1bd2f6497996fc0fccd8dffd7f84846d3d36f964,2017.0,"['Biology', 'Medicine']"
f580401828d99aa0874fc10a731aa34a8cfb69b3,2017.0,"['Biology', 'Medicine']"
78697bda64c6afd02b1f6228dbfb24eb78804ed2,2016.0,"['Biology', 'Medicine']"
c28845dc44f29502a6012256075760eab1d62af0,2017.0,"['Medicine', 'Biology']"
d6941e8307d78b087937f9ee4324969ef7e1b623,2015.0,"['Biology', 'Medicine']"
57d7804297acdd855f4f2e2a6903cf6ca04d323e,2017.0,"['Chemistry', 'Medicine']"
b9b2738ea98d39ed9c2080bc308e1f57dcc512d1,2017.0,['Medicine']
6ef3cd7a4e284ef443c3d10514760c0c446866e0,2017.0,"['Biology', 'Medicine']"
8c2f3b308f203b56e322c637bd1eec3e228fa524,2017.0,"['Biology', 'Medicine']"
36ce44a073e35fa159c1aa4fa86286643a6e9993,2017.0,"['Biology', 'Medicine']"
4d0abc2a1222822f30ed6272fb45ed514c01aa34,2017.0,"['Psychology', 'Medicine']"
193361dba84bf8c443b6ebd5ead3b3eb54d49379,2017.0,"['Biology', 'Medicine']"
ca5b4e474294e113d83ef43fa509c97f2231bbb9,2017.0,"['Biology', 'Medicine']"
426fe6dddc5c30a5a098747b0c94367a99e94d2b,2017.0,['Medicine']
ffba0e28de0ad62150f452c30641548e56503bb1,2017.0,"['Geography', 'Medicine']"
556af33858ec60a30b1f2d5b4f5ddaefb8849eeb,2017.0,"['Biology', 'Medicine']"
04034022f265da392051b3e3fcef2e580247d6c4,2017.0,"['Medicine', 'Biology']"
0a05a7b95ce42f0b53c86a24842ecc9845a7d023,2017.0,"['Biology', 'Medicine']"
6fd5ec9e4ec79f24c0bf011e388410d8ec35fe0f,2017.0,['Medicine']
3fa6e9ba72b68964da451b01a4ccf7a7842c942c,2017.0,"['Biology', 'Medicine']"
39e643e0263bee019519c0c51f4ae17f1fe1a0a5,2017.0,['Medicine']
22bc83fbc25560c43305c1995aad1e805821e054,2017.0,"['Medicine', 'Biology']"
